lemma	new_para	clitics
hyppäyksittäin	PCLE_TYHMÄSTI	opt
hysteerisesti	PCLE_TYHMÄSTI	opt
hyveellisesti	PCLE_TYHMÄSTI	opt
hyväksyttävästi	PCLE_TYHMÄSTI	opt
hyvänsuovasti	PCLE_NOPEASTI	opt
hyväntahtoisesti	PCLE_NOPEASTI	opt
hyväntuulisesti	PCLE_NOPEASTI	opt
hyvästi	PCLE_TYHMÄSTI	opt
hyväsydämisesti	PCLE_TYHMÄSTI	opt
hyväuskoisesti	PCLE_NOPEASTI	opt
hyödyllisesti	PCLE_TYHMÄSTI	opt
hyödyttömästi	PCLE_TYHMÄSTI	opt
hyökkäävästi	PCLE_TYHMÄSTI	opt
häijysti	PCLE_TYHMÄSTI	opt
häikäilemättömästi	PCLE_TYHMÄSTI	opt
hälyttävästi	PCLE_TYHMÄSTI	opt
hämäläisittäin	PCLE_TYHMÄSTI	opt
hämärästi	PCLE_TYHMÄSTI	opt
häpeällisesti	PCLE_TYHMÄSTI	opt
häpeämättömästi	PCLE_TYHMÄSTI	opt
härkäpäisesti	PCLE_TYHMÄSTI	opt
härskisti	PCLE_TYHMÄSTI	opt
hätäisesti	PCLE_TYHMÄSTI	opt
häveliäästi	PCLE_TYHMÄSTI	opt
hävyttömästi	PCLE_TYHMÄSTI	opt
häävisti	PCLE_TYHMÄSTI	opt
hölläkätisesti	PCLE_TYHMÄSTI	opt
höllästi	PCLE_TYHMÄSTI	opt
hölmösti	PCLE_TYHMÄSTI	opt
höperösti	PCLE_TYHMÄSTI	opt
hövelisti	PCLE_TYHMÄSTI	opt
höylisti	PCLE_TYHMÄSTI	opt
iankaikkisesti	PCLE_NOPEASTI	opt
identtisesti	PCLE_TYHMÄSTI	opt
idioottimaisesti	PCLE_NOPEASTI	opt
idyllisesti	PCLE_TYHMÄSTI	opt
ihailevasti	PCLE_NOPEASTI	opt
ihailtavasti	PCLE_NOPEASTI	opt
ihanasti	PCLE_NOPEASTI	opt
ihanteellisesti	PCLE_NOPEASTI	opt
ihastuttavasti	PCLE_NOPEASTI	opt
ihmeellisesti	PCLE_TYHMÄSTI	opt
ihmeesti	PCLE_TYHMÄSTI	opt
ihmeteltävästi	PCLE_TYHMÄSTI	opt
ihmisläheisesti	PCLE_TYHMÄSTI	opt
ihmismäisesti	PCLE_TYHMÄSTI	opt
iisisti	PCLE_TYHMÄSTI	opt
ikuisesti	PCLE_NOPEASTI	opt
ikävystyneesti	PCLE_TYHMÄSTI	opt
ikävystyttävästi	PCLE_TYHMÄSTI	opt
ikävästi	PCLE_TYHMÄSTI	opt
iljettävästi	PCLE_TYHMÄSTI	opt
ilkeästi	PCLE_TYHMÄSTI	opt
ilkialasti	PCLE_NOPEASTI	opt
ilkikurisesti	PCLE_NOPEASTI	opt
ilkivaltaisesti	PCLE_NOPEASTI	opt
ilmanpitävästi	PCLE_TYHMÄSTI	opt
ilmastollisesti	PCLE_NOPEASTI	opt
ilmatiiviisti	PCLE_TYHMÄSTI	opt
ilmavasti	PCLE_NOPEASTI	opt
ilmeettömästi	PCLE_TYHMÄSTI	opt
ilmeikkäästi	PCLE_TYHMÄSTI	opt
ilmeisesti	PCLE_TYHMÄSTI	opt
ilmielävästi	PCLE_TYHMÄSTI	opt
ilmiselvästi	PCLE_TYHMÄSTI	opt
ilmiömäisesti	PCLE_TYHMÄSTI	opt
iloisesti	PCLE_NOPEASTI	opt
ilottomasti	PCLE_NOPEASTI	opt
imelästi	PCLE_TYHMÄSTI	opt
implisiittisesti	PCLE_TYHMÄSTI	opt
impulsiivisesti	PCLE_NOPEASTI	opt
individualistisesti	PCLE_NOPEASTI	opt
inhimillisesti	PCLE_TYHMÄSTI	opt
inhottavasti	PCLE_NOPEASTI	opt
innokkaasti	PCLE_NOPEASTI	opt
innostuneesti	PCLE_NOPEASTI	opt
innottomasti	PCLE_NOPEASTI	opt
intensiivisesti	PCLE_TYHMÄSTI	opt
interaktiivisesti	PCLE_NOPEASTI	opt
intertekstuaalisesti	PCLE_NOPEASTI	opt
intiimisti	PCLE_TYHMÄSTI	opt
intohimoisesti	PCLE_NOPEASTI	opt
intohimottomasti	PCLE_NOPEASTI	opt
intomielisesti	PCLE_TYHMÄSTI	opt
intuitiivisesti	PCLE_NOPEASTI	opt
ironisesti	PCLE_NOPEASTI	opt
irrallisesti	PCLE_NOPEASTI	opt
irrationaalisesti	PCLE_NOPEASTI	opt
irstaasti	PCLE_NOPEASTI	opt
irtonaisesti	PCLE_NOPEASTI	opt
irvokkaasti	PCLE_NOPEASTI	opt
iskevästi	PCLE_TYHMÄSTI	opt
isosti	PCLE_NOPEASTI	opt
isällisesti	PCLE_TYHMÄSTI	opt
isänmaallisesti	PCLE_NOPEASTI	opt
itarasti	PCLE_NOPEASTI	opt
itse	PCLE_TYHMÄSTI	opt
itsekeskeisesti	PCLE_TYHMÄSTI	opt
itsekkäästi	PCLE_TYHMÄSTI	opt
itsenäisesti	PCLE_TYHMÄSTI	opt
itsepintaisesti	PCLE_NOPEASTI	opt
itsepäisesti	PCLE_TYHMÄSTI	opt
itserakkaasti	PCLE_NOPEASTI	opt
itseriittoisesti	PCLE_NOPEASTI	opt
itsetietoisesti	PCLE_NOPEASTI	opt
itsetyytyväisesti	PCLE_TYHMÄSTI	opt
itsevaltaisesti	PCLE_NOPEASTI	opt
itsevaltiaasti	PCLE_NOPEASTI	opt
itsevarmasti	PCLE_NOPEASTI	opt
ivallisesti	PCLE_NOPEASTI	opt
iäisesti	PCLE_TYHMÄSTI	opt
iänikuisesti	PCLE_NOPEASTI	opt
jaetusti	PCLE_NOPEASTI	opt
jaksoittain	PCLE_NOPEASTI	opt
jaksoittaisesti	PCLE_NOPEASTI	opt
jalomielisesti	PCLE_TYHMÄSTI	opt
jatkuvasti	PCLE_NOPEASTI	opt
johdonmukaisesti	PCLE_NOPEASTI	opt
johtuen	PCLE_VALTAAN	opt
jos	PCLE_VAAN	opt
jouheasti	PCLE_NOPEASTI	opt
joukoittain	PCLE_NOPEASTI	opt
joustavasti	PCLE_NOPEASTI	opt
joutuisasti	PCLE_NOPEASTI	opt
juhlallisesti	PCLE_NOPEASTI	opt
juhlavasti	PCLE_NOPEASTI	opt
julkeasti	PCLE_NOPEASTI	opt
julkisesti	PCLE_NOPEASTI	opt
julmasti	PCLE_NOPEASTI	opt
julmetusti	PCLE_NOPEASTI	opt
jumalaisesti	PCLE_NOPEASTI	opt
jumalattomasti	PCLE_NOPEASTI	opt
jumalisesti	PCLE_NOPEASTI	opt
juoheasti	PCLE_NOPEASTI	opt
juohevasti	PCLE_NOPEASTI	opt
juoksevasti	PCLE_NOPEASTI	opt
juonellisesti	PCLE_NOPEASTI	opt
juonikkaasti	PCLE_NOPEASTI	opt
juridisesti	PCLE_NOPEASTI	opt
jurosti	PCLE_NOPEASTI	opt
juurijajuuri	PCLE_VUOKSI	opt
jyhkeästi	PCLE_TYHMÄSTI	opt
jykevästi	PCLE_TYHMÄSTI	opt
jylhästi	PCLE_TYHMÄSTI	opt
jyrkästi	PCLE_TYHMÄSTI	opt
jähmeästi	PCLE_TYHMÄSTI	opt
jälkeen	PCLE_NÄKYVIIN	opt
jämerästi	PCLE_TYHMÄSTI	opt
jämptisti	PCLE_TYHMÄSTI	opt
jämttisti	PCLE_TYHMÄSTI	opt
jämäkästi	PCLE_TYHMÄSTI	opt
jännittävästi	PCLE_TYHMÄSTI	opt
jännästi	PCLE_TYHMÄSTI	opt
jänskästi	PCLE_TYHMÄSTI	opt
jäntevästi	PCLE_TYHMÄSTI	opt
järeästi	PCLE_TYHMÄSTI	opt
järjellisesti	PCLE_TYHMÄSTI	opt
järjestelmällisesti	PCLE_TYHMÄSTI	opt
järjettömästi	PCLE_TYHMÄSTI	opt
järkevästi	PCLE_TYHMÄSTI	opt
järkiperäisesti	PCLE_TYHMÄSTI	opt
järkkymättömästi	PCLE_TYHMÄSTI	opt
järkyttävästi	PCLE_TYHMÄSTI	opt
järkähtämättömästi	PCLE_TYHMÄSTI	opt
jäyhästi	PCLE_TYHMÄSTI	opt
jäykästi	PCLE_TYHMÄSTI	opt
jäännöksettömästi	PCLE_TYHMÄSTI	opt
jääräpäisesti	PCLE_TYHMÄSTI	opt
jäätävästi	PCLE_TYHMÄSTI	opt
kaameasti	PCLE_NOPEASTI	opt
kaarevasti	PCLE_NOPEASTI	opt
kaavamaisesti	PCLE_NOPEASTI	opt
kahdenkeskisesti	PCLE_NOPEASTI	opt
kahdesti	PCLE_NOPEASTI	opt
kaihoisasti	PCLE_NOPEASTI	opt
kaiketi	PCLE_VUOKSI	opt
kaikuvasti	PCLE_NOPEASTI	opt
kainosti	PCLE_NOPEASTI	opt
kaksinapaisesti	PCLE_NOPEASTI	opt
kaksinkertaisesti	PCLE_NOPEASTI	opt
kaksittain	PCLE_NOPEASTI	opt
kalseasti	PCLE_NOPEASTI	opt
kamalasti	PCLE_NOPEASTI	opt
kammottavasti	PCLE_NOPEASTI	opt
kanamaisesti	PCLE_NOPEASTI	opt
kankeasti	PCLE_NOPEASTI	opt
kannuittain	PCLE_NOPEASTI	opt
kansainvälisesti	PCLE_TYHMÄSTI	opt
kansallisesti	PCLE_NOPEASTI	opt
kansanomaisesti	PCLE_NOPEASTI	opt
kansantajuisesti	PCLE_NOPEASTI	opt
kansanvaltaisesti	PCLE_NOPEASTI	opt
kantamuksittain	PCLE_NOPEASTI	opt
kaoottisesti	PCLE_NOPEASTI	opt
kapeasti	PCLE_NOPEASTI	opt
kapillaarisesti	PCLE_NOPEASTI	opt
kapoittain	PCLE_NOPEASTI	opt
kappaleittain	PCLE_NOPEASTI	opt
karheasti	PCLE_NOPEASTI	opt
karjalaisittain	PCLE_NOPEASTI	opt
karkeasti	PCLE_NOPEASTI	opt
karmeasti	PCLE_NOPEASTI	opt
karsaasti	PCLE_NOPEASTI	opt
karskisti	PCLE_NOPEASTI	opt
kartografisesti	PCLE_NOPEASTI	opt
karusti	PCLE_NOPEASTI	opt
karvaasti	PCLE_NOPEASTI	opt
kasoittain	PCLE_NOPEASTI	opt
katalasti	PCLE_NOPEASTI	opt
kategorisesti	PCLE_NOPEASTI	opt
katkerasti	PCLE_NOPEASTI	opt
katkonaisesti	PCLE_NOPEASTI	opt
katsoen	PCLE_VALTAAN	opt
kauheasti	PCLE_NOPEASTI	opt
kaukonäköisesti	PCLE_TYHMÄSTI	opt
kauniisti	PCLE_NOPEASTI	opt
kaunistelevasti	PCLE_NOPEASTI	opt
kaunopuheisesti	PCLE_NOPEASTI	opt
kaupallisesti	PCLE_NOPEASTI	opt
kaupungeittain	PCLE_NOPEASTI	opt
kaupunkilaisesti	PCLE_NOPEASTI	opt
kaupunkilaisittain	PCLE_NOPEASTI	opt
kausittain	PCLE_NOPEASTI	opt
kavalasti	PCLE_NOPEASTI	opt
kehnosti	PCLE_NOPEASTI	opt
kehuttavasti	PCLE_NOPEASTI	opt
keinotekoisesti	PCLE_NOPEASTI	opt
kekseliäästi	PCLE_TYHMÄSTI	opt
keljusti	PCLE_NOPEASTI	opt
kelvollisesti	PCLE_NOPEASTI	opt
kelvottomasti	PCLE_NOPEASTI	opt
kemiallisesti	PCLE_NOPEASTI	opt
kepeästi	PCLE_TYHMÄSTI	opt
kepulisti	PCLE_NOPEASTI	opt
kerkeästi	PCLE_TYHMÄSTI	opt
kernaasti	PCLE_NOPEASTI	opt
kerroksittain	PCLE_NOPEASTI	opt
-kertaisesti	PCLE_NOPEASTI	opt
kertakaikkisesti	PCLE_NOPEASTI	opt
keskeisesti	PCLE_TYHMÄSTI	opt
keskihakuisesti	PCLE_NOPEASTI	opt
keskimääräisesti	PCLE_TYHMÄSTI	opt
keskinkertaisesti	PCLE_NOPEASTI	opt
keskinäisesti	PCLE_TYHMÄSTI	opt
keskipakoisesti	PCLE_NOPEASTI	opt
kestävästi	PCLE_TYHMÄSTI	opt
kesysti	PCLE_TYHMÄSTI	opt
kesäisesti	PCLE_TYHMÄSTI	opt
ketterästi	PCLE_TYHMÄSTI	opt
keveästi	PCLE_TYHMÄSTI	opt
kevyesti	PCLE_TYHMÄSTI	opt
kevytmielisesti	PCLE_TYHMÄSTI	opt
keväisesti	PCLE_TYHMÄSTI	opt
kiehtovasti	PCLE_NOPEASTI	opt
kielellisesti	PCLE_TYHMÄSTI	opt
kielevästi	PCLE_TYHMÄSTI	opt
kieliopillisesti	PCLE_NOPEASTI	opt
kielteisesti	PCLE_TYHMÄSTI	opt
kierosti	PCLE_NOPEASTI	opt
kierroksittain	PCLE_NOPEASTI	opt
kierteisesti	PCLE_TYHMÄSTI	opt
kiihkeästi	PCLE_TYHMÄSTI	opt
kiihkoisasti	PCLE_NOPEASTI	opt
kiihkottomasti	PCLE_NOPEASTI	opt
kiinnostavasti	PCLE_NOPEASTI	opt
kiinteästi	PCLE_TYHMÄSTI	opt
kiintoisasti	PCLE_NOPEASTI	opt
kiireellisesti	PCLE_TYHMÄSTI	opt
kiireesti	PCLE_TYHMÄSTI	opt
kiireettömästi	PCLE_TYHMÄSTI	opt
kiireisesti	PCLE_TYHMÄSTI	opt
kiiruusti	PCLE_NOPEASTI	opt
kiistattomasti	PCLE_NOPEASTI	opt
kiistämättömästi	PCLE_TYHMÄSTI	opt
kiitettävästi	PCLE_TYHMÄSTI	opt
kiittämättömästi	PCLE_TYHMÄSTI	opt
kiivaasti	PCLE_NOPEASTI	opt
kiloittain	PCLE_NOPEASTI	opt
kilometreittäin	PCLE_TYHMÄSTI	opt
kiltisti	PCLE_TYHMÄSTI	opt
kimakasti	PCLE_NOPEASTI	opt
kimeästi	PCLE_TYHMÄSTI	opt
kimmoisasti	PCLE_NOPEASTI	opt
kimpuittain	PCLE_NOPEASTI	opt
kipakasti	PCLE_NOPEASTI	opt
kiperästi	PCLE_TYHMÄSTI	opt
kipeästi	PCLE_TYHMÄSTI	opt
kireästi	PCLE_TYHMÄSTI	opt
kirjaimellisesti	PCLE_NOPEASTI	opt
kirjallisesti	PCLE_NOPEASTI	opt
kirjanpidollisesti	PCLE_NOPEASTI	opt
kirjavasti	PCLE_NOPEASTI	opt
kirjeellisesti	PCLE_TYHMÄSTI	opt
kirkkaasti	PCLE_NOPEASTI	opt
kirkollisesti	PCLE_NOPEASTI	opt
kirotusti	PCLE_NOPEASTI	opt
kirpeästi	PCLE_TYHMÄSTI	opt
kirurgisesti	PCLE_NOPEASTI	opt
kitkattomasti	PCLE_NOPEASTI	opt
kitkerästi	PCLE_TYHMÄSTI	opt
kitsaasti	PCLE_NOPEASTI	opt
kituliaasti	PCLE_NOPEASTI	opt
kiukkuisesti	PCLE_NOPEASTI	opt
kiusallisesti	PCLE_NOPEASTI	opt
kivasti	PCLE_NOPEASTI	opt
kiverästi	PCLE_TYHMÄSTI	opt
kivuliaasti	PCLE_NOPEASTI	opt
kivuttomasti	PCLE_NOPEASTI	opt
klassisesti	PCLE_NOPEASTI	opt
kliinisesti	PCLE_TYHMÄSTI	opt
kodikkaasti	PCLE_NOPEASTI	opt
kohdittain	PCLE_NOPEASTI	opt
-kohtaisesti	PCLE_NOPEASTI	opt
kohtalaisesti	PCLE_NOPEASTI	opt
kohtalokkaasti	PCLE_NOPEASTI	opt
kohtauksittain	PCLE_NOPEASTI	opt
kohteliaasti	PCLE_NOPEASTI	opt
kohtisuorasti	PCLE_NOPEASTI	opt
kohtuullisesti	PCLE_NOPEASTI	opt
kohtuuttomasti	PCLE_NOPEASTI	opt
kokeellisesti	PCLE_NOPEASTI	opt
kokemusperäisesti	PCLE_TYHMÄSTI	opt
kokeneesti	PCLE_NOPEASTI	opt
kokonaisvaltaisesti	PCLE_NOPEASTI	opt
koleasti	PCLE_NOPEASTI	opt
kolkosti	PCLE_NOPEASTI	opt
kollektiivisesti	PCLE_NOPEASTI	opt
kolmasti	PCLE_NOPEASTI	opt
kolmesti	PCLE_NOPEASTI	opt
kolminkertaisesti	PCLE_NOPEASTI	opt
kolmittain	PCLE_NOPEASTI	opt
kolmiäänisesti	PCLE_TYHMÄSTI	opt
komeasti	PCLE_NOPEASTI	opt
koneellisesti	PCLE_NOPEASTI	opt
konemaisesti	PCLE_NOPEASTI	opt
konkreettisesti	PCLE_NOPEASTI	opt
konservatiivisesti	PCLE_NOPEASTI	opt
konstikkaasti	PCLE_NOPEASTI	opt
koomisesti	PCLE_NOPEASTI	opt
kopeasti	PCLE_NOPEASTI	opt
koppavasti	PCLE_NOPEASTI	opt
koreasti	PCLE_NOPEASTI	opt
koreittain	PCLE_NOPEASTI	opt
koristeellisesti	PCLE_NOPEASTI	opt
korjaamattomasti	PCLE_NOPEASTI	opt
korkeasti	PCLE_NOPEASTI	opt
korkeintaan	PCLE_VALTAAN	opt
korosteisesti	PCLE_NOPEASTI	opt
korrektisti	PCLE_NOPEASTI	opt
korskeasti	PCLE_NOPEASTI	opt
koruttomasti	PCLE_NOPEASTI	opt
koskien	PCLE_VALTAAN	opt
kosteasti	PCLE_NOPEASTI	opt
kotoisesti	PCLE_NOPEASTI	opt
kouraantuntuvasti	PCLE_NOPEASTI	opt
kouriintuntuvasti	PCLE_NOPEASTI	opt
kouristuksenomaisesti	PCLE_NOPEASTI	opt
kovakouraisesti	PCLE_NOPEASTI	opt
kovakätisesti	PCLE_TYHMÄSTI	opt
kovasti	PCLE_NOPEASTI	opt
kovasydämisesti	PCLE_TYHMÄSTI	opt
kovaäänisesti	PCLE_TYHMÄSTI	opt
kriittisesti	PCLE_TYHMÄSTI	opt
kristallinkirkkaasti	PCLE_NOPEASTI	opt
kristillisesti	PCLE_TYHMÄSTI	opt
kritiikittömästi	PCLE_TYHMÄSTI	opt
kronologisesti	PCLE_NOPEASTI	opt
kroonisesti	PCLE_NOPEASTI	opt
kuivakiskoisesti	PCLE_NOPEASTI	opt
kuivasti	PCLE_NOPEASTI	opt
kujeellisesti	PCLE_NOPEASTI	opt
kulauksittain	PCLE_NOPEASTI	opt
kulmikkaasti	PCLE_NOPEASTI	opt
kulmittain	PCLE_NOPEASTI	opt
kultaisesti	PCLE_NOPEASTI	opt
kulttuurisesti	PCLE_NOPEASTI	opt
kuluessa	PCLE_KOTONA	opt
kuluttua	PCLE_KOTONA	opt
kumeasti	PCLE_NOPEASTI	opt
kummallisesti	PCLE_NOPEASTI	opt
kummasti	PCLE_NOPEASTI	opt
kumoamattomasti	PCLE_NOPEASTI	opt
kuninkaallisesti	PCLE_NOPEASTI	opt
kunniakkaasti	PCLE_NOPEASTI	opt
kunniallisesti	PCLE_NOPEASTI	opt
kunnianhimoisesti	PCLE_NOPEASTI	opt
kunniattomasti	PCLE_NOPEASTI	opt
kunnioitettavasti	PCLE_NOPEASTI	opt
kunnioittavasti	PCLE_NOPEASTI	opt
kunnittain	PCLE_NOPEASTI	opt
kunnollisesti	PCLE_NOPEASTI	opt
kuolemanvakavasti	PCLE_NOPEASTI	opt
kuolettavasti	PCLE_NOPEASTI	opt
kuormittain	PCLE_NOPEASTI	opt
kurillisesti	PCLE_NOPEASTI	opt
kurittomasti	PCLE_NOPEASTI	opt
kurjasti	PCLE_NOPEASTI	opt
kursorisesti	PCLE_NOPEASTI	opt
kuudesti	PCLE_NOPEASTI	opt
kuukausittain	PCLE_NOPEASTI	opt
kuuliaisesti	PCLE_NOPEASTI	opt
kuultavasti	PCLE_NOPEASTI	opt
kuulumattomasti	PCLE_NOPEASTI	opt
kuuluvasti	PCLE_NOPEASTI	opt
kuumasti	PCLE_NOPEASTI	opt
kuumaverisesti	PCLE_TYHMÄSTI	opt
kuumeisesti	PCLE_NOPEASTI	opt
kuuroittain	PCLE_NOPEASTI	opt
kuutioittain	PCLE_NOPEASTI	opt
kuutiollisesti	PCLE_NOPEASTI	opt
kuutiomaisesti	PCLE_NOPEASTI	opt
kuutiometreittäin	PCLE_TYHMÄSTI	opt
kuvaamattomasti	PCLE_NOPEASTI	opt
kuvaannollisesti	PCLE_NOPEASTI	opt
kuvallisesti	PCLE_NOPEASTI	opt
kvalitatiivisesti	PCLE_NOPEASTI	opt
kvantitatiivisesti	PCLE_NOPEASTI	opt
kyljittäin	PCLE_TYHMÄSTI	opt
kyllin	PCLE_NÄKYVIIN	opt
kylmäkiskoisesti	PCLE_NOPEASTI	opt
kylmäpäisesti	PCLE_TYHMÄSTI	opt
kylmästi	PCLE_TYHMÄSTI	opt
kylmäsydämisesti	PCLE_TYHMÄSTI	opt
kylmäverisesti	PCLE_TYHMÄSTI	opt
kymmenesti	PCLE_TYHMÄSTI	opt
kymmenittäin	PCLE_TYHMÄSTI	opt
kypsästi	PCLE_TYHMÄSTI	opt
kysyvästi	PCLE_TYHMÄSTI	opt
kyynisesti	PCLE_TYHMÄSTI	opt
käheästi	PCLE_TYHMÄSTI	opt
käheä-äänisesti	PCLE_TYHMÄSTI	opt
kärjekkäästi	PCLE_TYHMÄSTI	opt
kärkevästi	PCLE_TYHMÄSTI	opt
kärkkäästi	PCLE_TYHMÄSTI	opt
kärsimättömästi	PCLE_TYHMÄSTI	opt
kärsivällisesti	PCLE_TYHMÄSTI	opt
kärttyisästi	PCLE_TYHMÄSTI	opt
käsin	PCLE_NÄKYVIIN	opt
käsiteollisesti	PCLE_NOPEASTI	opt
käsitteellisesti	PCLE_TYHMÄSTI	opt
käsittämättömästi	PCLE_TYHMÄSTI	opt
käsivaraisesti	PCLE_NOPEASTI	opt
kätevästi	PCLE_TYHMÄSTI	opt
-kätisesti	PCLE_TYHMÄSTI	opt
käytännöllisesti	PCLE_TYHMÄSTI	opt
käyvästi	PCLE_TYHMÄSTI	opt
käänteentekevästi	PCLE_TYHMÄSTI	opt
käänteisesti	PCLE_TYHMÄSTI	opt
kömpelösti	PCLE_TYHMÄSTI	opt
köpelösti	PCLE_TYHMÄSTI	opt
köyhästi	PCLE_TYHMÄSTI	opt
köykäisesti	PCLE_TYHMÄSTI	opt
laadukkaasti	PCLE_NOPEASTI	opt
laadullisesti	PCLE_NOPEASTI	opt
laaja-alaisesti	PCLE_NOPEASTI	opt
laajasti	PCLE_NOPEASTI	opt
laatuunkäyvästi	PCLE_TYHMÄSTI	opt
labiilisti	PCLE_NOPEASTI	opt
lahjakkaasti	PCLE_NOPEASTI	opt
lahjomattomasti	PCLE_NOPEASTI	opt
laikuittain	PCLE_NOPEASTI	opt
laillisesti	PCLE_NOPEASTI	opt
lainmukaisesti	PCLE_NOPEASTI	opt
lainvastaisesti	PCLE_NOPEASTI	opt
laiskasti	PCLE_NOPEASTI	opt
laitaan	PCLE_VALTAAN	opt
laittamattomasti	PCLE_NOPEASTI	opt
laittomasti	PCLE_NOPEASTI	opt
lakimääräisesti	PCLE_TYHMÄSTI	opt
lakonisesti	PCLE_NOPEASTI	opt
lammasmaisesti	PCLE_NOPEASTI	opt
lapsekkaasti	PCLE_NOPEASTI	opt
lapsellisesti	PCLE_NOPEASTI	opt
lapsenomaisesti	PCLE_NOPEASTI	opt
lapsentajuisesti	PCLE_NOPEASTI	opt
laseittain	PCLE_NOPEASTI	opt
laskennallisesti	PCLE_NOPEASTI	opt
latteasti	PCLE_NOPEASTI	opt
lauhkeasti	PCLE_NOPEASTI	opt
laulavasti	PCLE_NOPEASTI	opt
laumoittain	PCLE_NOPEASTI	opt
laupiaasti	PCLE_NOPEASTI	opt
laveasanaisesti	PCLE_NOPEASTI	opt
laveasti	PCLE_NOPEASTI	opt
leikillisesti	PCLE_TYHMÄSTI	opt
leikisti	PCLE_TYHMÄSTI	opt
leikkisästi	PCLE_TYHMÄSTI	opt
lemmekkäästi	PCLE_TYHMÄSTI	opt
lempeästi	PCLE_TYHMÄSTI	opt
lennokkaasti	PCLE_NOPEASTI	opt
leppeästi	PCLE_TYHMÄSTI	opt
leppoisasti	PCLE_NOPEASTI	opt
leppymättömästi	PCLE_TYHMÄSTI	opt
lepsusti	PCLE_NOPEASTI	opt
letkeästi	PCLE_TYHMÄSTI	opt
leudosti	PCLE_NOPEASTI	opt
leuhkasti	PCLE_NOPEASTI	opt
leukavasti	PCLE_NOPEASTI	opt
leveästi	PCLE_TYHMÄSTI	opt
levollisesti	PCLE_NOPEASTI	opt
levottomasti	PCLE_NOPEASTI	opt
leväperäisesti	PCLE_TYHMÄSTI	opt
liberaalisesti	PCLE_NOPEASTI	opt
liberaalisti	PCLE_NOPEASTI	opt
liehakkaasti	PCLE_NOPEASTI	opt
lievästi	PCLE_TYHMÄSTI	opt
liiketaloudellisesti	PCLE_NOPEASTI	opt
liikkuvasti	PCLE_NOPEASTI	opt
liikuttavasti	PCLE_NOPEASTI	opt
likeisesti	PCLE_TYHMÄSTI	opt
likimääräisesti	PCLE_TYHMÄSTI	opt
limittäin	PCLE_TYHMÄSTI	opt
linjakkaasti	PCLE_NOPEASTI	opt
lipettiin	PCLE_NÄKYVIIN	opt
lipevästi	PCLE_TYHMÄSTI	opt
lisäksi	PCLE_LISÄKSI	opt
litroittain	PCLE_NOPEASTI	opt
liukkaasti	PCLE_NOPEASTI	opt
liukuvasti	PCLE_NOPEASTI	opt
lohduttomasti	PCLE_NOPEASTI	opt
loistavasti	PCLE_NOPEASTI	opt
loisteliaasti	PCLE_NOPEASTI	opt
loivasti	PCLE_NOPEASTI	opt
lojaalisesti	PCLE_NOPEASTI	opt
lojaalisti	PCLE_NOPEASTI	opt
lokaalisesti	PCLE_NOPEASTI	opt
lokoisasti	PCLE_NOPEASTI	opt
lomittain	PCLE_NOPEASTI	opt
loogisesti	PCLE_NOPEASTI	opt
loppumattomasti	PCLE_NOPEASTI	opt
lopullisesti	PCLE_NOPEASTI	opt
lopulta	PCLE_KOTONA	opt
loputtomasti	PCLE_NOPEASTI	opt
luihusti	PCLE_NOPEASTI	opt
lujakätisesti	PCLE_TYHMÄSTI	opt
lujasti	PCLE_NOPEASTI	opt
lukuisasti	PCLE_NOPEASTI	opt
lukumääräisesti	PCLE_TYHMÄSTI	opt
lukuun ottamatta	PCLE_KOTONA	opt
lunkisti	PCLE_NOPEASTI	opt
luonnikkaasti	PCLE_NOPEASTI	opt
luonnollisesti	PCLE_NOPEASTI	opt
luonnonmukaisesti	PCLE_NOPEASTI	opt
luonnottomasti	PCLE_NOPEASTI	opt
luontaisesti	PCLE_NOPEASTI	opt
luonteenomaisesti	PCLE_NOPEASTI	opt
luonteisesti	PCLE_NOPEASTI	opt
luontevasti	PCLE_NOPEASTI	opt
luotaantyöntävästi	PCLE_TYHMÄSTI	opt
luotettavasti	PCLE_NOPEASTI	opt
luottamuksellisesti	PCLE_NOPEASTI	opt
luottavaisesti	PCLE_NOPEASTI	opt
luovasti	PCLE_NOPEASTI	opt
lupaavasti	PCLE_NOPEASTI	opt
lupsakasti	PCLE_NOPEASTI	opt
lupsakkaasti	PCLE_NOPEASTI	opt
lurjusmaisesti	PCLE_NOPEASTI	opt
luultavasti	PCLE_NOPEASTI	opt
luvallisesti	PCLE_NOPEASTI	opt
luvattomasti	PCLE_NOPEASTI	opt
luvuttomasti	PCLE_NOPEASTI	opt
lyhyesti	PCLE_TYHMÄSTI	opt
lyhykäisesti	PCLE_TYHMÄSTI	opt
lyhytjännitteisesti	PCLE_TYHMÄSTI	opt
lyhytjänteisesti	PCLE_TYHMÄSTI	opt
lyhytnäköisesti	PCLE_TYHMÄSTI	opt
lyhytsanaisesti	PCLE_NOPEASTI	opt
lystikkäästi	PCLE_TYHMÄSTI	opt
lyyrisesti	PCLE_TYHMÄSTI	opt
läheisesti	PCLE_TYHMÄSTI	opt
lähtemättömästi	PCLE_TYHMÄSTI	opt
lähtien	PCLE_NÄKYVIIN	opt
läjittäin	PCLE_TYHMÄSTI	opt
lämpimästi	PCLE_TYHMÄSTI	opt
lämpöisesti	PCLE_TYHMÄSTI	opt
länsimaisesti	PCLE_NOPEASTI	opt
läpikotaisesti	PCLE_NOPEASTI	opt
